Player-additional,Player,Tm,Age,Pos,G,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,RushTD,RushFmb,Rec,RecYds,RecTD,RecFmb,2PM,Score
MorrEa00,Earl Morrall,NYG,32,QB,7,71.0,151.0,1105.0,7.0,12.0,5.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.4
WilsGe00,George Wilson,MIA,23,QB,14,46.0,112.0,764.0,5.0,10.0,27.0,137.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,40.26
KennTo00,Tom Kennedy,NYG,28,QB,6,55.0,100.0,748.0,7.0,6.0,5.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,37.52
BratZe00,Zeke Bratkowski,GNB,35,QB,8,36.0,64.0,569.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.46
ConcJa00,Jack Concannon,PHI,23,QB,11,21.0,51.0,262.0,1.0,4.0,25.0,195.0,2.0,2.0,1.0,7.0,0.0,2.0,0.0,35.18
TensSt00,Steve Tensi,SDG,24,QB,14,21.0,52.0,405.0,5.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.1
MiraGe00,George Mira,SFO,24,QB,14,22.0,53.0,284.0,5.0,2.0,10.0,103.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31.66
LamoDa00,Daryle Lamonica,BUF,25,QB,14,33.0,84.0,549.0,4.0,5.0,9.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.56
WoodDi00,Dick Wood,MIA,30,QB,14,83.0,230.0,993.0,4.0,14.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.32
CuozGa00,Gary Cuozzo,BAL,25,QB,7,26.0,50.0,424.0,4.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.86
PlumMi00,Milt Plum,DET,31,QB,6,82.0,146.0,943.0,4.0,13.0,12.0,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.62
StofJo00,John Stofa,MIA,24,QB,7,29.0,57.0,425.0,4.0,2.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.7
McCoJo00,John McCormick,DEN,29,QB,14,68.0,193.0,993.0,6.0,15.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.92
HillKi00,King Hill,PHI,30,QB,10,53.0,97.0,571.0,5.0,7.0,7.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.64
MortCr00,Craig Morton,DAL,23,QB,6,13.0,27.0,225.0,3.0,1.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
NofsTe00,Terry Nofsinger,STL,28,QB,7,68.0,162.0,799.0,2.0,8.0,18.0,25.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,22.46
ClarDe02,Dennis Claridge,ATL,25,QB,7,40.0,70.0,471.0,2.0,2.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.34
MunsBi00,Bill Munson,RAM,25,QB,5,30.0,50.0,284.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66
NinoJi00,Jim Ninowski,CLE,30,QB,14,11.0,18.0,175.0,4.0,1.0,3.0,-11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.9
TaliMi00,Mike Taliaferro,NYJ,25,QB,14,19.0,41.0,177.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.08
HumpBu00,Buddy Humphrey,HOU,31,QB,6,15.0,32.0,168.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72
DaviCo00,Cotton Davidson,OAK,35,QB,14,59.0,139.0,770.0,2.0,11.0,6.0,-11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.7
RhomJe00,Jerry Rhome,DAL,24,QB,7,21.0,36.0,253.0,0.0,1.0,7.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.82
SlauMi00,Mickey Slaughter,DEN,25,QB,3,7.0,25.0,124.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.96
GlacSc00,Scotty Glacken,DEN,22,QB,8,6.0,11.0,84.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
HuarJo00,John Huarte,BOS,23,QB,14,5.0,11.0,63.0,0.0,1.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52
BerrBo00,Bob Berry,MIN,24,QB,3,13.0,37.0,215.0,1.0,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
KilmBi00,Billy Kilmer,SFO,27,QB,6,5.0,16.0,84.0,0.0,1.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66
NortRi00,Rick Norton,MIA,23,QB,7,21.0,55.0,192.0,3.0,6.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.88
VandRo00,Ron Vander Kelen,MIN,27,QB,3,10.0,20.0,147.0,0.0,1.0,4.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.78
WadeBi00,Billy Wade,CHI,36,QB,2,9.0,21.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
HartJi00,Jim Hart,STL,22,QB,1,4.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
GreeCh00,Charlie Green,OAK,23,QB,14,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
IzoxGe00,George Izo,PIT,29,QB,4,35.0,81.0,360.0,2.0,8.0,2.0,-18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6
SloaSt00,Steve Sloan,ATL,22,QB,3,6.0,13.0,96.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16
RoteTo00,Tobin Rote,DEN,38,QB,3,3.0,8.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
MeyeRo00,Ron Meyer,PIT,22,QB,4,7.0,19.0,59.0,0.0,1.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.84
MyerTo00,Tom Myers,DET,23,QB,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
RakeLa00,Larry Rakestraw,CHI,24,QB,1,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.5
ShinDi00,Dick Shiner,WAS,24,QB,14,0.0,5.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
LeexJa00,Jacky Lee,HOU,27,QB,8,4.0,8.0,27.0,0.0,1.0,1.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.22
